-1578.64,6648.72,850.49
22673.3,35555.77,3.42
-24424.49,-34364.76,3.87
-3861.5,5274.06,3.95
-22074.88,-35916.36,4.38
17604.65,38319.89,-22.96
-1466.94,-6367.45,119.24
42255.72,2678.26,-48.79
41720.25,7094.49,68.67
-19913.18,-37409.61,-2443.93
27098.08,32685.15,462.57
8495.05,41592.63,1050.53
-31198.02,28288.75,2299.3
3411.25,-6088.73,0.05
-2976.37,979.21,6436.29
5014.72,-5030.51,0.04
6144.67,1949.99,2987.98
-5704.23,-3059.3,2970.04
670.08,6498.19,85.97
42160.01,-0.06,-15.15
-32947.73,-26313.89,1.81
29361.42,-30253.51,-20.72
-38774.51,-16567.75,-13.4
-7360.86,-41511.57,-18.83
15255.6,39310.04,0.39
-2855.89,5881.32,0.03
3845.97,6322.67,-0.03
-2321.64,6935.69,0.04
-39248.74,-14643.67,-7740.59
-36161.6,22021.19,-1471
-38349.39,17650.54,-1747.79
-39836.63,14213.04,-863.89
41635.31,-7103.62,-534.92
41275.38,-8635.5,-704.76
35147.65,23838.23,776.68
39539.18,15408.59,-1233.44
-36993.8,-20225.62,12.52
-41885.38,4929.76,27.33
937.1,42155.73,26.34
38324.61,17574.61,-13.4
-41879.7,4937.97,2.21
-6173.46,-3515.56,0.03
6721.79,2588.08,0.04
6954.2,603.53,0.04
6972.03,376.88,0.04
-817.85,6973.62,0.02
-3321.09,5952.98,0.04
33132.53,26076.38,-7.02
3853.75,5326.3,50.08
-32816.59,26315.9,-2140.03
4041.76,5740.12,0
5521.06,4608.68,0.09
1845.85,-6265.85,0.03
1854.04,6618.16,0.04
5345.64,5160.82,0.03
-3201.56,2025.06,6758.42
657.84,6875.03,0.04
349.05,6844.92,0.04
2089.28,6551.14,0.04
6715.16,2629.2,0.04
-31304.95,-28246.51,57.97
-5678.69,-4346.32,0.04
-40629.34,-11277.6,535.55
10423.68,40829.22,-60.57
-39528.01,-14683.72,18.25
6702.34,41637.51,21.69
-42072.49,-2789.12,12.27
-5101.29,4824.23,0.04
-5071.74,4855.06,0.04
6572.87,2865.46,0.03
-6342.91,-2787.25,1847.63
6492.77,2537.26,0.26
6488.57,2547.8,-0.05
6487.67,2550.51,0.29
-5765.3,-4232.32,0.03
-5050.95,4865.84,0.04
-20138.61,37057.85,31.07
-41958.43,-4191.55,21.19
-31935.11,-27543.13,-20.86
15699.52,39139.48,13.22
-31914.24,-27548.87,11.97
449.95,6939.09,0.04
5232.43,-4879.89,0.03
5330.4,-4771.02,0.01
7001.89,1488.06,-0.12
5113.84,-5051.53,0.03
-271.54,6998.82,0.13
2249.77,6505.11,0.05
383.46,6847.01,0.04
4810.23,-5294.56,0.04
6352.25,-2081.35,0.03
2033.56,6188.07,-8.14
-1540.77,6722.09,0.04
-8794.27,-380.91,0.06
76261.38,83106.17,112777.11
2200.83,9778.92,3519.41
-6225.15,1949.61,9.2
2330.67,6476.68,0.04
2250.37,6502.41,0.04
6975.34,575.49,0.04
-6672.69,-1852.43,-0.08
-787.44,1104.12,6688.92
-3348.43,5794.1,-0.32
6291.35,-2833.07,0.03
11369.07,16741.12,1041.57
-6338.76,-2166.91,4.82
3483.24,-6024.85,0.05
7195.13,246.92,0.04
2006.64,42427.85,1870.34
1752.28,3708.37,5083.3
6784.49,-1273.48,-3.07
-3613.26,-5453.44,20.63
-6456.87,856.32,0.87
-5198.06,4207.53,-462.48
-6384.54,-1669.57,-12.2
6410.14,-1068.08,-363.33
1996.36,-3399.39,6234.6
6582.17,1156.91,-86.74
5259.22,-3965.85,-10.6
6141.28,-2338.81,-16.63
6602.72,-229.55,9.47
-4392.43,4821.03,0.07
2403.68,6088.82,252.17
6473.95,1177.13,13.63
-5695.6,-3419.67,-1.4
724.95,-7354.92,-0.64
-1491.46,6370.89,-2.61
6580.52,256.63,32.07
-2625.84,-262.18,6855.67
6542.97,727.62,-20.43
3542.61,-2160.03,6753.29
-3624.04,-3271.02,6178.85
-3446.26,7031.41,603.03
-3697.73,644.78,6912.18
2890.02,-1255.86,7171.84
3323.4,-441.58,7095.53
-603.93,-2793.94,7314.46
6509.81,4388.52,0.03
6246.39,2051.64,28.61
5674.9,3324.48,-28.75
1859.38,6909.09,0.04
2601.92,-8987.55,0.12
-297.22,-2625.06,5954.41
3936.26,5287.49,10.21
-2466.11,2872.43,6274.93
2728.52,6007.03,20.9
-2921,5923.56,-42.49
-6394.91,-1337.92,42.59
-4581.27,4734.77,1103.3
-4136.69,5151.02,-18.6
-4061.44,5178.67,44.06
-6551.73,-648.94,27.52
95.29,-7147.67,3260.47
-7762.95,-324.95,681.56
2757.47,-1742.23,7101.41
2346.21,-2250.67,7146.46
1660.2,2378.8,7294.08
3406.47,-1896.48,6815
3739.17,-979.17,6888.69
-1438.23,-2529.66,7301.68
-5775.22,3157.58,-36.47
2727.46,5918.33,13.55
-5840.27,3077.57,-21.21
-2673.15,7579.01,884.34
-6336.06,-1821.48,-0.53
-6040.4,-2603.18,-42.84
5370.12,-4730.71,0.03
-5543.33,-3533.25,-22.86
-5427.25,-3883.39,19.02
-1988.35,3312.62,6816.87
-3513.06,-1826.97,6702.11
-6186.13,4609.94,1536.66
5171.87,2445.26,5394.11
-4585.09,6302.79,1030.09
-6224.92,-4706.02,890.25
600.23,-4018.16,6754.49
2964.08,-65.19,7270.55
-5648.92,-3422.25,29.77
-2706.2,5967.4,-8.34
-5621.16,-3435.56,55.55
-4959.27,-4381.51,-42.3
-1918.67,-6247.4,0.32
6317.19,-1497.07,28.56
5945.96,2698.84,17.33
2436.97,-6071.85,2.95
6261.02,3612.51,0.04
2522.78,457.92,7085.41
-4267.64,-5025.15,38.03
-2477.69,-6173.26,28.49
2490.39,-6098.57,-3.26
-1827.92,-6362.63,-0.43
-2743.29,-5993.67,-57.7
-3149.84,1357.64,6481.82
-1317.07,-6466.8,-23.29
5445.58,-3958.03,27.04
4654.92,-4594.2,8.17
6292.65,1666.35,-4.35
-5573.61,-3387.24,21.6
5080.51,-4152.16,28.55
5668.32,-3353.08,17.81
5075.06,-4106.49,-2.01
3736.42,-5394.19,31.43
3150.87,-811.03,7065.33
-3628.02,-88.49,6905.57
1396.69,-5326.21,5572.02
-2724.9,-3086,6664.79
-6829.65,-3900.96,538.6
-3070.02,7171.38,912.22
-4154.99,6533.86,1464.15
3248.31,-75.69,7192.26
-971.28,-3631.7,6301.44
3800.34,-5397.24,-8.55
5501.99,-3633.76,-7.3
-1758.25,-7085.28,854.42
3710.46,-162.73,6355.77
-6024.49,-2485.34,6.9
-278.79,6537.98,0.03
6766.61,-600.51,-16.45
4332.24,5018.22,-1.02
4073.41,-5186.83,192.8
6069.57,2519.01,22.66
6462.52,-1223.77,0.64
6228.84,-2007.37,-11.58
-1480.69,6621.4,-8.21
-4027.99,-5228.86,-132.7
6562.6,-593.21,-0.59
4662.25,4935.87,4.21
3391.63,906.34,6476.99
6430.83,1467.85,0.85
6365.17,1703.19,34.85
5121.89,4381.15,0.31
6094.82,2489.36,0.9
9269.42,-12836.58,0.13
-4783.39,-5338.38,0.03
4387.45,5185.43,0.04
4252.65,5042.92,1.94
3710.59,5441.55,-2.46
4839.55,4384.01,3.4
2635.77,6049.13,-1.39
-6191.62,-2114.31,52.71
1438.91,6441.56,-3.38
2709.48,6004.56,0.09
-3446.39,5610.05,53.14
-1758.85,6329.92,-4.72
859.36,6554.2,-2.92
24.21,6579.7,29.48
-5460.09,3682.17,-0.05
-4063.66,-8551.71,0.01
-6156.75,3671.58,0.03
-3930.48,5502.93,0.04
-5801.96,3236.28,-3.35
-4083.06,5168.1,-11.07
-2837.68,6053.35,11.04
4686.05,3.37,6198.72
-5448.6,-5502.19,886.31
2497.99,-7343.79,941.55
2284.7,-2242.87,7171.89
2816.02,833.6,7265.75
4329.28,-1989.73,6238.68
-3421.09,1021.66,7009.31
419.99,-7835.33,862.95
-6657.28,1332.21,-6.45
-6218.8,2182.49,13.22
4109.6,5839.5,0.05
1690.01,-2833.12,6573.41
-6639.32,-1452.06,-22.84
-4530.21,4701.22,0.4
-6309.05,1915.59,2.62
1113.83,-6413.38,-10.94
6390.52,-1366.89,17.02
-2906.71,-6140.04,-4.08
-2024.81,-6265.14,6.28
-509.79,-6779.03,0.97
6056.32,2529.62,-1.12
77,-2652.47,6879.05
-871.37,-6460.52,103.31
4550.48,-4735.64,0.04
177.52,-3078.17,6675.65
4918.76,-4288.6,0.03
465.09,-6715.97,-11.41
3044.34,-230.5,7227.34
-6289.59,-4632.64,836.93
-173.89,-3752.18,6844.37
3670.89,-818.93,6874.29
-6469.99,-1159.51,-4.54
-1588.04,7655.47,829.89
7490.05,2434.37,0.03
-1125.64,-3558.31,6945.72
5072.92,340.29,6047.05
-2604.3,10187.55,-2.84
3785.64,-5378.22,-0.11
2738.25,-6218.69,-1.62
-611.5,-6529.13,3
2633.31,720.24,6804.5
5501.07,3524.55,11.4
4204.16,5070.73,-3.14
5250.5,-3924.32,0.03
3973.39,-5323.15,3213.13
-1866.08,6582.1,88.43
6313.17,-1799.55,2.68
-3377.73,-6373.75,0.04
-191.53,-6559.9,-6.57
-2142,6978.98,0.03
-4585.36,-4703.78,3211.06
-1494.81,-6462.16,9.54
5775.88,3576.92,0.03
3822.15,5342.2,14.83
6382.54,1253.08,13.35
-4853.07,-4557.94,19.15
-3084.91,700.61,6652.33
6592.26,100.25,-5.78
5180.32,4396.98,-0.19
6277.38,-1745.21,0.04
6509.98,1323.67,-6.66
-1285.41,-6389.07,67.2
3245.15,5766.65,-1.54
5045,-3031.89,3875.63
2040.88,6303.82,-0.69
2195.41,6249.6,-4.26
7033.38,1324.37,0.04
-1942.05,-12893.46,0.07
-3654.24,6836.13,924.91
-7197.71,-2628.04,1440.48
-1408.75,7700.05,0.03
-4474.16,-1585.7,6220.44
2486.55,6688.92,3257.92
7490.06,-2361.94,0.04
-3981.57,-6724.27,930.44
1379.32,-2996.64,7140.6
-1059.37,-6530.38,-12.19
3553.55,5547.03,-4.15
296.7,6621.36,-1.94
3472.09,5597.78,6.42
-1665.31,6396.51,-4.01
1517.52,6470.58,4.7
3965.18,5184.34,0.04
-2325.77,6189.33,-5.93
2366,-755.29,6005.82
-4551.78,4775.39,3.72
-1982.53,6275.55,0.03
-5719.78,3378.38,-7.04
3271.39,5736.03,-8.21
-6616.69,546.69,7.32
-6546.19,704.64,15.05
-6489.11,1086.02,-7.53
-6312.02,2016.87,0.61
-6295.6,1879.3,0.04
-2021.2,6226.55,141.84
-6786.9,-301.33,-0.96
6403.28,-8166.21,0.24
2343.31,6213.38,-0.17
-6407.11,-1676.24,-1.42
-6055.94,-2510.43,11.73
4534.89,4696.51,109.25
-5926.63,-3321.7,-138.1
382.48,6509.42,10.57
-9531.5,6181.85,2926.46
-4500.15,-5090.54,-5.71
-4467.87,-5757.4,854.12
2514.41,-2440.84,6454.67
-2701.93,-6047.1,-4.64
3164.92,311.94,7156.42
3883.42,-1181.99,6645.67
-6499.95,-961.91,-5.25
1218.51,-2766.73,7185.88
2377.72,-1941.72,7156.6
3559.66,-1427.53,6775.3
4387.48,-59.19,6440.46
2764.97,-1134.6,7189.92
-4835.85,6094.68,867.68
4135.33,-5124.29,0.04
-2522.04,-7319.01,0.05
4095.51,-5151.81,-2.33
2772.4,6002.75,-8.32
-5026.04,-4374.18,40.9
-3815.37,-819.99,6259.64
-5373.4,3703.08,-161.63
-6700.54,-2465.04,-5.83
-2822.08,-266.42,6805.08
1896.22,-6524.45,5.9
-3540.04,-5607.96,-3.31
-9902.36,-935.61,-0.02
658.88,-6555.02,0.03
-5527.9,4760.62,0.04
-2712.06,-6795.35,0.03
2455.61,6085.62,-12.32
2429.47,-2319.81,7002.19
3601.14,961.47,6842.09
-5836.08,-5088.66,927
-3723.31,1979.43,6643.23
-1005.12,-4239.38,6518.85
-3720.49,-702.23,6856.43
3148.23,321.92,7160.81
2811.19,-2314.26,6954.89
-1297,7054.85,0.03
4813.95,-4793.66,0.03
1761.48,6404.89,-8.78
5373.24,-3740.24,4.56
-7998.41,-10845.33,0.03
5756.36,-3309.36,1.06
4774.92,-4999.51,0.04
6699.89,1132.35,42.74
6569.92,-923.61,5.41
5882.15,4364.56,0.04
-5043,-5291.83,0.03
2895.87,6044.25,-17.3
6599.11,-396.84,0.62
5990.55,-3923.57,0.05
-1044.97,6509.19,-6.75
6274.72,-2206.19,0.03
5400.46,-3734.99,-1.02
6181.78,2821.2,-14.72
6586.51,-170.13,0.03
6474.07,-1286.17,0.03
-6979.4,-2389.46,0.04
6200.6,2250.06,0.03
4278.2,5280.51,51.36
-5715.75,3575.88,-47.41
2595.35,6283.71,-1.07
5220.63,4122.57,0.04
928.33,6731.21,37.74
3554.37,5556.56,-0.29
2590.49,6233.92,-0.03
-5020.34,4510.71,-0.15
-544.78,-7786.16,8701.63
1425.87,6439.54,20.96
4965.48,6107.77,0.04
-2062.84,3520.31,6700.56
-5090.41,-5896.28,846.07
-708.85,-3104.59,7135.51
3017.59,-1764.58,7009.17
1327.65,-3524.81,6871.15
-2490.9,2966.62,6806.03
2041.8,3574.13,6651.06
-2526.99,-6895.45,814.53
-112.75,6559.5,45.04
847.84,6555.22,-54.04
6597.71,546.99,3.03
6188.93,3902.1,0.03
2236.02,-2743.14,6416.71
4898.63,-4401.5,-12.19
-4745.11,-4884.53,1070.65
-5386.22,3894.13,-5.32
-6061.7,-3829.34,0.04
-2186.94,6433.11,-0.52
6728.88,2853.24,0.03
-16743.21,-670.6,0.04
5108.06,4444.04,0.04
-5277.86,4282.39,1.71
-3860.9,6117.57,1450.58
-5755.31,3188.7,-2.5
-6414.54,-1547.03,-7.13
3184.58,6497.63,-0.4
5943.43,2675.38,6.19
-3609.8,-4703.24,5184.48
-5757.99,3259.91,-15.31
-6415.6,-1546.41,15.54
4596.04,-4625.85,10.46
-6472.41,1388.82,-1.49
33002.28,14737.35,-1354.36
-3551.08,5613.15,3.07
-6364.57,-2377.39,0.18
-6506.54,-988.03,-1.77
-4280.49,-2003.99,6273.45
7773.12,-1515.69,1018.12
2322.73,-2952.57,6976.04
1908.95,-3727.29,6753.57
-3317.72,1106.38,7096.09
-468.99,-3901.4,6939.02
-2154.45,-2505.97,7264.87
-2975.83,-1110.35,7314.28
4788.31,5003.43,0.04
-5930.85,-2941.14,-5.84
-3901.51,-5257.44,-4.41
-4965.32,-4318.32,46.88
-6252.52,3442.41,0.05
4283.47,-5000.5,2.17
-113.46,-3819.92,6303.98
-660.57,-6584.77,-10.49
496.31,6515.51,11.01
-318.14,-6558.14,156.41
6261.4,-1894.6,2.51
1790.15,-6554.18,1.87
106.63,-7380.61,0.04
-5333.73,-3887.03,-7.94
-3256.18,6067.53,0.04
-8496.9,3603.7,0.03
2789.41,-6000.77,39.13
4003.78,-5052.78,1470.41
7222.5,177.73,1333.25
-5713.86,3812.89,-13.82
189.71,-6521.93,60.78
-3034.87,-5870.38,16.21
-6748.87,-11688.11,5201.89
-1574.27,7064.62,1345.45
2936.63,5864.99,-0.77
4004.65,-5244.13,102.98
2010.71,-6218.5,18.49
6771.39,-485.06,-3.85
6502.12,1134.73,17.48
2485.29,6721.1,0.04
-1638.24,-6343.88,11.8
-6738.62,-1102.91,0.04
7616.75,-998.44,1429.29
-3269.06,-1860.53,6845.48
-319.3,-2960.88,7264.03
-4975.24,-4313.63,-6.44
-4050.95,-2514.49,6211.33
694.24,-5027.23,5971.28
4674.62,-779.86,6278.69
5951.81,4946.5,1365.07
-829.82,-3222.69,7117.07
1234.75,-2821.2,6605.45
7127.31,-1578.83,0.04
-31572.38,27971.01,662.28
-10989.67,5746.1,-10600.09
1700.01,6393.6,8.69
5868.82,3119.48,0.85
-3470.66,5534.67,-0.79
-1679.21,-6414.85,-0.81
-6362.7,-3318.03,0.04
-2408.83,-6902.99,0.04
-7226.18,-641.83,844.25
114.75,6754.39,-18.04
-5459.02,3655.76,-83.78
-7288.33,826.41,0.03
6058.83,2729.86,0.69
4081.78,-5209.51,16.84
6790.18,-1110.03,0.03
-1997.97,6306.36,0.04
-236.8,-6570.51,-4.16
-1769.29,6287.95,106.62
-2644.67,6279.93,-0.69
11118.5,4027.62,0.03
-3292.25,6559.85,788.62
5669.7,3319.63,-3.63
4128.54,5365.71,0.26
5302.3,5138.38,0.04
2961.21,5884.9,18.1
3433.16,-1415.09,6850.1
7156.14,2860.8,1479.29
5916.45,-2698.15,-0.91
-748.12,-7659.34,1533.45
-3106.73,-695.94,7142.38
2681.62,-378.7,7348.13
-2937.14,7231.85,896.38
6263.37,1769.95,4389.97
599.45,7722.37,1482.77
-1683.01,6401.48,-27.51
-1647.9,6316.6,-1.06
-4972.05,4308.75,118.91
6631.75,297.2,30.34
852.61,-6513.44,-13.59
-6453.92,-1105.66,-0.85
-2574.64,3290.05,5022.05
-3951.22,5342.64,-7.55
6381.92,-1374.04,-1.54
2508.2,-6015.26,7.82
-3730.5,5677.91,0.74
-4305.09,5257.36,-0.13
4787.16,-4472.42,2.22
-5901.56,2936.52,34.74
-2999.96,5940.78,28.7
1737.02,6629.73,0.04
4609.84,-3136.77,3647
1718.11,-6372.33,-1.26
-2167.03,3493.43,6704.04
-6162.17,2410.38,9.05
-3615.16,1469.86,6213.79
-1462.9,-2790.76,6626.07
-21016.85,5194.73,13334.03
-22391.23,11855.53,-269.63
-22267.74,12018.23,2639.68
-6124.51,-2543,-59.35
-4226.04,-1727.47,5764.76
-6180.53,2079.28,30.49
-6563.85,-802.69,-3.17
97.81,-6543.66,-0.79
-7056.21,1232.97,0.04
-5985.74,-2828.67,-4
-4765,-4580.18,-0.29
13916.82,16499.43,0
-2390.65,6185.8,47.94
-4044.78,-5459.31,-41.64
1442.2,-6467.35,-25.24
-6514.37,-89.82,14.08
-2768.77,1127.36,6732.53
-2905.87,-7276.68,970.99
2380.63,-6134.86,-1.14
-7799.57,906.52,553.85
-1887.19,7553.6,961.98
3746.1,243.5,6880.38
1444.98,-3338.63,6943.19
-2288.64,-2561.89,7021.89
-3079.01,1079.94,7070.11
3716.76,-1337.19,6698.89
2778.56,6167.03,0.03
-324.76,-6632.4,-2.13
3808.93,-5433.56,82.25
728.11,6502.57,38.06
-1269.12,-6524.16,-3.2
493.29,6049.6,2385.41
-6658.89,-278.89,0.02
6574.09,-1300.47,-3.86
2745.6,-6216.01,-9.24
831.34,6505.7,3.14
3997.65,-5271.16,8.89
2475.8,-2861.86,6333.73
-3595.84,12.71,6409.08
5559,-3907.66,-5.75
5684.84,3322.23,-0.77
2669,-5933.71,159.13
5977.41,-2842.22,-3.66
2718.32,-2191.26,6250
5098.58,-4075.07,64.28
4569.87,-4785.39,-1.98
-3503.82,-5938.88,0.04
-5685.25,-4599.43,11.9
1353.76,-6498.52,-11.75
6580.36,-505.4,-3.76
-3287.12,6580.13,0.05
4053.19,-5180.97,-0.86
6768.81,599.99,-0.11
-1639.05,-6707.17,0.03
6609.13,691.71,-3.62
6203.32,-2021.99,40
1654.56,-2302.28,6762.73
6461.44,-937,17.31
4433.58,-4941.82,2.03
5027.05,4572.3,0.06
6056.48,2748.26,0.8
2391,6173.71,1.86
5048.21,-4228.28,-1.13
-6624,-1977.41,0.05
5808.91,3172.6,2.47
4085,5340.1,0.23
2549.73,-2321.23,7034.52
4960.08,1035.19,5940.52
-4093.3,-5859.11,3196.09
662.8,-3849.33,6772.31
-7013.25,-2871.56,2012.88
1711.86,-4792.6,5960.57
-7329.32,2648.23,879.45
2927.16,-5874.42,-1.24
-2984.84,-1010.84,7231.8
9895.24,4066.93,-0.08
1025.47,6713.01,-0.71
2490.92,6162.47,-0.41
-1624.28,-6307.71,73.57
-1502.64,6626.6,-0.7
2177.56,2879.78,6175.45
-1723.58,6421.45,0.62
-1655.62,6590.11,-14.31
5950.43,2946.38,-0.1
-6290.11,-1930.08,-0.77
-17666.3,-1192.56,18316.74
8930.5,6978.31,-22619.39
23569.6,-7537.57,-6319.86
-2302.14,6389.53,-11.8
3686.61,5380.37,54.99
-5545.06,3591.59,-16.74
5550.98,3689.63,14.72
-4103.01,5416.62,-17.96
-6277.21,2186.89,1.74
-4916.3,4690.88,-10.59
6567.41,234.33,-12.17
6016.9,-2730.65,-1.14
-2841.36,1760.13,6003.29
6102.49,2265.89,96.71
5619.75,-3324.82,3.79
1475.26,7005.71,0.04
6543.21,1266.16,12.27
-6755.65,-726.36,1.17
-2230.67,-2733.59,6412.71
-6495.8,891.14,41.52
1223.1,-7333.54,0.04
-5757.71,-3259.87,1.02
4168.08,-5007.39,18.35
6414.74,4479.96,907.49
-2665.18,6068.89,17.09
-4236.02,-5315.5,-5.04
7018.95,-1351.95,1871.67
-5822.38,-3119.45,0.3
3054.34,-1154.17,6063.8
-2121.66,6265.31,6.04
-6566.45,34.39,0.03
-4457.13,-5508.73,544.31
-18435.98,-17462.11,2118.22
1586.51,-6349.4,-1.26
-12942.64,-19490.3,-10036.28
-19869.97,-14626.11,5707.41
3019.14,-2632.08,6733.95
1741.63,4994.4,5716.07
4806.45,-389.58,6168.42
-3797.58,-253.36,6841.85
291.19,-7690.78,1471.54
-3895.57,-534.12,6772.48
-1964.56,-4493.67,6115.53
-7796.15,-2.51,848.28
6428.11,-1404.55,-1.12
-315.64,-6788.12,-8.4
508.02,3933.74,6203.97
-6493.54,1327.23,21.49
-281.76,-6787.39,-8.29
137.88,6505.28,49.28
-281.68,7207.82,1338.91
-5296.76,4470.76,0.03
1168.29,-6542.94,1.62
-1906.87,-6905.51,0.04
-5352.79,-3954.36,4.38
5545.67,-3549.46,-0.85
39445.17,-14774.91,2082.93
15099.53,25706.49,-714.04
2423.65,-6346.24,-6.98
970.22,-6636.59,-1.09
-6548.29,2029.82,0.04
4924.23,-4609.81,-0.17
40450.62,-11451.4,2149.85
-411.79,10024.88,0.03
-2535.67,-6150.46,7.97
6774.72,-514.03,2.82
5856.66,-3027.4,-0.85
2313.01,-2523.02,6501.48
4926.8,4439.64,7.54
-6057.31,-2725.54,5.05
-3156.89,-1620.85,6432
-18425.43,-17570.54,1066.18
-19355.98,-14671,7699.33
12147.06,19585.38,11018.72
6225.99,2183.66,-6.5
-2038.98,-6359.4,8.38
3168.48,4004.36,5961.8
5117.81,4030.02,127.72
3896.1,-477.36,6812.48
1811.29,6908.41,3230.32
3096.26,-1057.61,7114.72
1274.12,-3692.5,6804.1
-2379.12,-2066.31,7182.54
-6904.6,-1614.95,3224.84
3338.67,-252.33,7014.73
-5862.24,2911.68,4.73
2097.89,6463.91,-5.52
-3195.6,586.75,5679.32
6415.55,1472.89,-0.83
2257.59,298.63,6784.15
5802.28,3533.98,-6.57
5055.84,4315.31,3.42
3996.98,5279.59,7.34
4017.81,1623.48,5932.87
5429.39,3830.59,-0.12
3048.96,-5901.92,4.78
-2479.91,785.19,6846.98
2399.12,6063.58,32.28
4340.21,5916.81,0.03
2720.3,-2284.36,6372.61
3682.98,6154.49,0.03
4848.65,4505.12,1.14
-7161.56,-8575.34,0.02
306.21,6635.21,-7.42
-1324.48,6664.97,24.32
-216.2,6590.24,-8.46
4583.96,-4853.8,10.73
1721.95,-7303.23,-0.44
-2553.8,6298.02,-3.77
-8197.22,-10109.54,1.85
